id,mean,mode,median,var,std,median,min,q1,q2,q3,q4,max
total of function:banker_algorithm---feature:M_VAL_11,12.417918549075722,0.0,10.837797164916992,111.36096221578285,10.552770357388757,10.837797164916992,0.0,3.2232941985130314,10.837797164916992,19.914870262145993,39.88898380279541,51.05733489990234
total of function:banker_algorithm---feature:M_VAL_12,11.560428160851526,0.0,4.162578821182251,231.15637911582562,15.203827778419013,4.162578821182251,0.0,0.0,4.162578821182251,19.359706878662113,52.35651229858398,64.07364654541016
total of function:banker_algorithm---feature:M_VAL_13,5.238119624093175,0.0,0.0,159.4486685616202,12.627298545675563,0.0,0.0,0.0,0.0,0.0,52.16356269836427,76.74844360351562
total of function:banker_algorithm---feature:M_VAL_14,29.949288504919036,0.0,27.11173152923584,782.3226902639078,27.97003200326928,27.11173152923584,0.0,0.0,27.11173152923584,54.09185600280762,86.57090362548828,106.90950775146484
total of function:banker_algorithm---feature:M_VAL_15,0.36479592800315,0.0,0.0,0.7025289183348639,0.838169981766744,0.0,0.0,0.0,0.0,0.08194262534379955,3.8012816643714897,6.652702808380127
total of function:banker_algorithm---feature:M_VAL_16,6.520825891527347,0.0,2.953180193901062,64.40777794590043,8.025445654036941,2.953180193901062,0.0,0.0,2.953180193901062,10.278080224990845,29.9024144744873,35.94744110107422
total of function:banker_algorithm---feature:M_VAL_17,15.627650596104562,0.0,12.725557804107666,164.7932323910951,12.837181637380345,12.725557804107666,0.0,5.176973462104797,12.725557804107666,24.465587615966797,46.13157444000244,60.71833801269531
total of function:banker_algorithm---feature:M_VAL_18,28.26882563555811,0.0,25.9259090423584,736.4963111394155,27.13846552661767,25.9259090423584,0.0,0.9514880478382111,25.9259090423584,43.020328521728516,91.4808218383789,117.0954818725586
total of function:banker_algorithm---feature:M_VAL_19,6.946022534405812,0.0,5.656924486160278,41.93290391852773,6.475562054256582,5.656924486160278,0.0,1.3472486436367035,5.656924486160278,10.511796236038208,25.52292470932006,37.59465026855469
total of function:banker_algorithm---feature:M_VAL_20,1.9588866363298147,0.0,0.0,27.452579793804897,5.239520950793583,0.0,0.0,0.0,0.0,0.0,24.904657249450683,33.78565979003906
total of function:banker_algorithm---feature:M_VAL_21,4.063486191164004,0.0,0.0,76.86196550104167,8.767095613773222,0.0,0.0,0.0,0.0,1.8418980836868282,38.60013633728028,62.95618438720703
total of function:banker_algorithm---feature:M_VAL_22,23.16116186095658,0.0,14.778740406036377,591.5763409800479,24.322342423789035,14.778740406036377,0.0,0.0,14.778740406036377,44.14332103729248,74.9478692626953,95.48162078857422
total of function:banker_algorithm---feature:M_VAL_23,0.012694799238000997,0.0,0.0,0.008863187646475904,0.09414450406941398,0.0,0.0,0.0,0.0,0.0,0.49056243687868106,1.3524013757705688
total of function:banker_algorithm---feature:M_VAL_24,2.0582615150059573,0.0,0.0,18.010723667515062,4.243904295282242,0.0,0.0,0.0,0.0,1.5131906569004059,17.055039691925046,27.88736152648925
total of function:banker_algorithm---feature:M_VAL_25,15.721065847434103,0.0,14.574833393096924,179.96675092074736,13.415168687748483,14.574833393096924,0.0,1.3472338914871216,14.574833393096924,25.73273277282715,46.120562286376945,60.68818283081055
total of function:banker_algorithm---feature:M_VAL_26,17.9922901798862,0.0,5.820626497268677,514.1989326172089,22.675954943887344,5.820626497268677,0.0,0.0,5.820626497268677,32.11408233642578,75.62181709289551,92.92366027832033
total of function:banker_algorithm---feature:M_VAL_27,6.746750976607204,0.0,3.227363109588623,61.285760281605135,7.828522228467205,3.227363109588623,0.0,0.32264505326747894,3.227363109588623,11.794921875,29.414024085998538,48.17709732055664
total of function:banker_algorithm---feature:M_VAL_28,4.530982874239795,0.0,0.0,86.49279508335971,9.300150272084839,0.0,0.0,0.0,0.0,2.834021866321564,37.254883460998535,53.35392379760742
total of function:banker_algorithm---feature:M_VAL_29,2.0263848615067546,0.0,0.0,51.330156989412124,7.164506751299221,0.0,0.0,0.0,0.0,0.0,37.8981411743164,60.15010452270508
total of function:banker_algorithm---feature:M_VAL_30,21.2910221909238,0.0,8.849718570709229,604.9984011653094,24.59671525153937,8.849718570709229,0.0,0.0,8.849718570709229,45.12055587768555,76.01461448669434,84.11898040771484
total of function:banker_algorithm---feature:M_VAL_31,0.14937607109500095,0.0,0.0,0.22701675861719203,0.47646275679972305,0.0,0.0,0.0,0.0,0.0,2.3691943287849426,4.850095748901367
total of function:banker_algorithm---feature:M_VAL_32,4.454252854719525,0.0,0.5534537732601166,41.138852437766225,6.413957626751694,0.5534537732601166,0.0,0.0,0.5534537732601166,7.487662076950073,25.594796600341798,40.01367568969727
total of function:bellmanford---feature:Total_Operands,411.683,219.0,344.0,58445.61651100006,241.75528228148409,344.0,98.0,200.0,344.0,603.0,903.0,903.0
total of function:bellmanford---feature:DistinctOperands,104.84,141.0,123.0,1747.4444000000021,41.802444904574685,123.0,19.0,74.0,123.0,139.0,176.02999999999997,254.0
total of function:bellmanford---feature:ProgramLength,1115.7,417.0,955.0,372303.4939999985,610.1667755622216,955.0,308.0,580.75,955.0,1596.25,2365.0,2386.0
total of function:bellmanford---feature:VocabularySize,138.76,175.0,157.0,1738.9083999999991,41.70022062291756,157.0,53.0,108.0,157.0,173.0,206.02999999999997,284.0
total of function:bellmanford---feature:ProgramVolume,8093.402069999993,2225.82,6959.795,22437535.527101055,4736.827580469977,6959.795,1804.26,3929.6525,6959.795,11896.1175,17614.7345,17778.59
total of function:bellmanford---feature:Effort,592670.3906300007,221628.42,347660.925,271424283853.33914,520983.95738577127,347660.925,83258.95,190975.58000000002,347660.925,876735.915,1918703.3512,1935596.67
total of function:bellmanford---feature:ProgramLevel,0.016209999999999745,0.02,0.02,2.713589999999954e-05,0.005209212992381819,0.02,0.01,0.01,0.02,0.02,0.03,0.04
total of function:bellmanford---feature:ProgramLevel.1,0.016209999999999745,0.02,0.02,2.713589999999954e-05,0.005209212992381819,0.02,0.01,0.01,0.02,0.02,0.03,0.04
total of function:bellmanford---feature:DifficultyLevel,65.24122999999996,102.24,58.335,426.9639013871003,20.66310483415066,58.335,28.11,47.555,58.335,80.59,108.87,110.05
total of function:bellmanford---feature:TimeToImplement,32926.13293000004,12312.69,19314.5,837729267.1596273,28943.55311912529,19314.5,4625.5,10609.7575,19314.5,48707.552500000005,106594.63339999999,107533.15
total of function:bellmanford---feature:BugsDelivered,2.69780069,0.74194,2.3199316666666667,2.493059503011221,1.5789425268233233,2.3199316666666667,0.60142,1.3098841666666667,2.3199316666666667,3.9653725,5.871578166666667,5.926196666666667
total of function:bellmanford---feature:Sloc,59.6,60.0,60.0,7.839999999999856,2.799999999999974,60.0,40.0,60.0,60.0,60.0,60.0,60.0
total of function:bellmanford---feature:DecisionPoint,11.88,12.0,12.0,0.705600000000023,0.8400000000000137,12.0,6.0,12.0,12.0,12.0,12.0,12.0
total of function:bellmanford---feature:GlobalVariables,4.06,4.0,4.0,0.17640000000000575,0.42000000000000687,4.0,4.0,4.0,4.0,4.0,7.0,7.0
total of function:bellmanford---feature:If,11.88,12.0,12.0,0.705600000000023,0.8400000000000137,12.0,6.0,12.0,12.0,12.0,12.0,12.0
total of function:bellmanford---feature:Loop,5.96,6.0,6.0,0.07839999999999633,0.2799999999999935,6.0,4.0,6.0,6.0,6.0,6.0,6.0
total of function:bellmanford---feature:Goto,1.98,2.0,2.0,0.019599999999999083,0.13999999999999674,2.0,1.0,2.0,2.0,2.0,2.0,2.0
total of function:bellmanford---feature:Assignment,23.84,24.0,24.0,1.2543999999999413,1.119999999999974,24.0,16.0,24.0,24.0,24.0,24.0,24.0
total of function:bellmanford---feature:ExitPoint,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
total of function:bellmanford---feature:Function,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
total of function:bellmanford---feature:FunctionCall,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
total of function:bellmanford---feature:PointerDereferencing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:CyclomaticComplexity,14.88,15.0,15.0,0.705600000000023,0.8400000000000137,15.0,9.0,15.0,15.0,15.0,15.0,15.0
total of function:bellmanford---feature:SCALAR_INPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:RANGE_SCALAR_VALUES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:SCALAR_INDEX_INPUT,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
total of function:bellmanford---feature:RANGE_SCALAR_INDEX_VALUES,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
total of function:bellmanford---feature:ARRAY_INPUT,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
total of function:bellmanford---feature:RANGE_ARRAY_INPUT,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
total of function:bellmanford---feature:cInstr,1609.507,83,1122.0,2108144.957950998,1451.945232421319,1122.0,26,380.0,1122.0,2527.0,4806.0,4820
total of function:bellmanford---feature:assemblyInstr,12634.693,1763.0,11206.0,87360115.26075101,9346.663322317276,11206.0,1763.0,4326.0,11206.0,18766.0,32379.0,38549.0
total of function:bellmanford---feature:clockCycles,18443.355,5026.0,16562.0,130767917.31497514,11435.380068671751,16562.0,5026.0,8229.0,16562.0,26312.0,42620.0,50577.0
total of function:bellmanford---feature:text,13215.104,13232.0,13232.0,3688.157184000003,60.73019993380561,13232.0,13088.0,13184.0,13232.0,13264.0,13312.0,13312.0
total of function:bellmanford---feature:data,435.384,432.0,368.0,58655.36454400031,242.1886961524016,368.0,144.0,224.0,368.0,624.0,928.0,928.0
total of function:bellmanford---feature:bss,403.488,408.0,400.0,247.41785599999847,15.729521798198395,400.0,376.0,392.0,400.0,416.0,432.0,432.0
total of function:bellmanford---feature:CC4CS,53.26869292140467,371.5301204819277,14.199062906579316,14344.888432504633,119.77014833632224,14.199062906579316,1.0505852842809364,5.96678412078336,14.199062906579316,43.63786203674867,511.4056670317629,1630.7692307692307
total of function:bellmanford---feature:SS_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:SV_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:V_VAL_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:bellmanford---feature:M_VAL_1,34.21391684514284,36.31144332885742,34.26938247680664,361.48191855971584,19.012677837688088,34.26938247680664,0.5004228353500366,17.78291368484497,34.26938247680664,49.21833038330078,79.89212509155273,93.72640228271484
total of function:bellmanford---feature:M_VAL_2,20.187816266912037,0.0,19.533035278320312,242.53792436144946,15.573629132654002,19.533035278320312,0.0,6.223126411437988,19.533035278320312,31.55376434326172,55.50916400909423,72.89562225341797
total of function:bellmanford---feature:M_VAL_3,18.07393592746556,0.0,16.892589569091797,116.99188141919329,10.816278538351039,16.892589569091797,0.0,9.602012872695923,16.892589569091797,25.592949390411377,44.95311000823974,56.21770477294922
total of function:bellmanford---feature:M_VAL_4,14.379939000030047,0.0,11.916578769683838,180.30464059979752,13.427756350179934,11.916578769683838,0.0,2.294164538383484,11.916578769683838,22.576553344726562,52.247272758483874,72.14915466308594
total of function:bellmanford---feature:M_VAL_5,6.684514193587005,0.0,0.0,100.50495392651942,10.025215904234653,0.0,0.0,0.0,0.0,11.564604997634888,39.01958122253418,56.65911483764648
total of function:bellmanford---feature:M_VAL_6,38.465100083187224,0.0,41.079383850097656,397.45713438470835,19.936327003355167,41.079383850097656,0.0,24.6470046043396,41.079383850097656,52.08605194091797,79.09798950195312,94.69197082519533
total of function:bellmanford---feature:M_VAL_7,0.5141734309270978,0.0,0.0,2.6433023918768175,1.6258236041701504,0.0,0.0,0.0,0.0,0.0,7.704625167846676,13.066375732421877
total of function:bellmanford---feature:M_VAL_8,6.2138296092469245,0.0,4.052335977554321,53.45020994040069,7.310965048500826,4.052335977554321,0.0,0.0,4.052335977554321,9.093634843826294,32.370720558166504,44.29582977294922
total of function:bellmanford---feature:M_VAL_9,29.451868111491205,0.0,29.93057155609131,422.37690080626584,20.55181015887082,29.93057155609131,0.0,9.876351594924927,29.93057155609131,45.38803768157959,75.76471145629883,86.17572784423828
total of function:bellmanford---feature:M_VAL_10,13.809802666654898,0.0,8.332746028900146,229.2194497847042,15.13999503912416,8.332746028900146,0.0,0.0,8.332746028900146,24.690507411956787,53.061969146728515,85.34034729003906
total of function:bellmanford---feature:M_VAL_11,14.376793747991323,0.0,13.60738229751587,116.4102810611341,10.78935962238418,13.60738229751587,0.0,5.69969367980957,13.60738229751587,21.456876277923584,43.26732688903809,73.8497314453125
total of function:bellmanford---feature:M_VAL_12,12.213842079062015,0.0,10.202123165130615,137.1996327987151,11.713224696842245,10.202123165130615,0.0,1.0255575776100159,10.202123165130615,20.602724075317383,44.08745452880859,49.74645614624024
total of function:bellmanford---feature:M_VAL_13,4.364861888017505,0.0,0.0,65.1471319372523,8.07137732591237,0.0,0.0,0.0,0.0,6.306655645370483,33.619680938720705,46.3393440246582
total of function:bellmanford---feature:M_VAL_14,31.1100537879616,0.0,33.76799011230469,464.1083587018521,21.543174294932772,33.76799011230469,0.0,11.686090707778929,33.76799011230469,46.85768413543701,77.53978141784667,103.68421936035156
total of function:bellmanford---feature:M_VAL_15,0.42108801820361985,0.0,0.0,2.5827272625260536,1.6070865759273996,0.0,0.0,0.0,0.0,0.0,7.714939012527465,25.92396545410156
total of function:bellmanford---feature:M_VAL_16,6.207176027948968,0.0,4.204997539520264,50.41435134948941,7.100306426450158,4.204997539520264,0.0,0.0,4.204997539520264,9.807855129241943,28.839544773101792,39.91493606567383
total of function:bellmanford---feature:M_VAL_17,29.42967787177861,0.0,27.589505195617676,341.737191692009,18.486135120462823,27.589505195617676,0.0,13.588797330856323,27.589505195617676,43.371644020080566,75.49197502136231,87.96006774902344
total of function:bellmanford---feature:M_VAL_18,21.1403235578984,0.0,20.03612995147705,253.24677196558252,15.913729040221293,20.03612995147705,0.0,7.031657457351685,20.03612995147705,32.4332275390625,59.783499183654776,74.13031005859375
total of function:bellmanford---feature:M_VAL_19,15.93935063161701,0.0,14.702932834625244,109.50085187327713,10.464265472228671,14.702932834625244,0.0,7.512320876121521,14.702932834625244,22.704609870910645,42.341077651977535,66.56619262695312
total of function:bellmanford---feature:M_VAL_20,10.212629680690355,0.0,6.661069631576538,128.99469107268862,11.357582976702773,6.661069631576538,0.0,0.0,6.661069631576538,17.261892795562744,44.858032569885246,53.41035842895508
total of function:bellmanford---feature:M_VAL_21,5.148223743070935,0.0,0.0,69.37753969983676,8.329318081321949,0.0,0.0,0.0,0.0,8.361373662948608,34.28732830047608,49.06542205810547
total of function:bellmanford---feature:M_VAL_22,32.957187805728985,0.0,35.78813171386719,441.23612180143795,21.005621195323837,35.78813171386719,0.0,14.634704113006594,35.78813171386719,48.89653491973877,76.00225700378418,81.65355682373047
total of function:bellmanford---feature:M_VAL_23,0.4358341613588855,0.0,0.0,2.2437137449917874,1.497903116023125,0.0,0.0,0.0,0.0,0.0,7.367303915023801,13.31680679321289
total of function:bellmanford---feature:M_VAL_24,5.467448458297178,0.0,2.5714083909988403,52.29047093254971,7.23121503846689,2.5714083909988403,0.0,0.0,2.5714083909988403,8.086231231689453,28.832723903656007,43.07700347900391
total of function:bellmanford---feature:M_VAL_25,25.94287802233547,0.0,22.844059944152832,411.80289895352996,20.292927313562476,22.844059944152832,0.0,7.812684178352356,22.844059944152832,41.351412773132324,73.45204139709472,85.45330810546875
total of function:bellmanford---feature:M_VAL_26,14.74912056553131,0.0,10.869536876678467,215.06999080980626,14.665264771213858,10.869536876678467,0.0,0.7473919093608856,10.869536876678467,25.407068729400635,54.84177940368652,62.19261169433594
total of function:bellmanford---feature:M_VAL_27,13.081786603908986,0.0,12.000540733337402,105.86586699615292,10.289114004429775,12.000540733337402,0.0,4.476191401481628,12.000540733337402,19.94622993469238,41.78735557556152,48.5714225769043
total of function:bellmanford---feature:M_VAL_28,9.045071891692933,0.0,5.447098016738892,107.2501436127927,10.356164522292637,5.447098016738892,0.0,0.0,5.447098016738892,15.95811128616333,37.3834218597412,52.73138427734375
total of function:bellmanford---feature:M_VAL_29,3.6992940070196054,0.0,0.0,53.82717280940118,7.3367004034103225,0.0,0.0,0.0,0.0,4.225396156311035,30.75352224349975,53.35322952270508
total of function:bellmanford---feature:M_VAL_30,27.71037760313973,0.0,29.678263664245605,475.1961209840795,21.79899357732094,29.678263664245605,0.0,3.2712424397468567,29.678263664245605,45.171549797058105,74.48562530517577,86.69351959228516
total of function:bellmanford---feature:M_VAL_31,0.4321096053821966,0.0,0.0,2.2080063893622053,1.4859361996270921,0.0,0.0,0.0,0.0,0.0,7.113516979217528,13.12328052520752
total of function:bellmanford---feature:M_VAL_32,5.359851592003368,0.0,3.279402256011963,40.13252090808552,6.3350233549755375,3.279402256011963,0.0,0.0,3.279402256011963,8.381242752075195,27.147123413085936,37.45242691040039
total of function:bfs---feature:Total_Operands,366.449,379.0,287.0,56101.50139900017,236.85755508110813,287.0,94.0,154.0,287.0,531.0,874.0,903.0
total of function:bfs---feature:DistinctOperands,105.815,145.0,122.0,1587.3087749999993,39.84104384927683,122.0,21.0,74.0,122.0,142.0,145.0,145.0
total of function:bfs---feature:ProgramLength,1011.729,331.0,825.0,359636.3215589999,599.6968580533,825.0,316.0,478.75,825.0,1441.25,2304.01,2348.0
total of function:bfs---feature:VocabularySize,137.855,177.0,154.0,1587.457974999997,39.84291624617853,154.0,55.0,106.0,154.0,174.0,177.0,177.0
total of function:bfs---feature:ProgramVolume,7347.619760000009,1978.48,6002.77,21473971.103300545,4634.001629617813,6002.77,1843.19,3207.6225,6002.77,10736.0725,17205.4347,17495.44
total of function:bfs---feature:Effort,457362.6603899994,101093.93,241855.89500000002,204737080491.6915,452478.81772707496,241855.89500000002,92988.81,114277.42749999999,241855.89500000002,649206.0874999999,1659316.1618,1904769.9
total of function:bfs---feature:ProgramLevel,0.021539999999999938,0.02,0.02,5.642839999999991e-05,0.007511883918165929,0.02,0.01,0.02,0.02,0.03,0.03,0.03
total of function:bfs---feature:ProgramLevel.1,0.021539999999999938,0.02,0.02,5.642839999999991e-05,0.007511883918165929,0.02,0.01,0.02,0.02,0.03,0.03,0.03
total of function:bfs---feature:DifficultyLevel,52.10332999999999,96.44,45.59,344.7930208110994,18.568603092615756,45.59,31.02,36.87,45.59,62.837500000000006,96.44,108.87
total of function:bfs---feature:TimeToImplement,25409.03667000002,5616.33,13436.435000000001,631904569.2983416,25137.712093552618,13436.435000000001,5166.04,6348.7474999999995,13436.435000000001,36067.005000000005,92184.2301,105820.55
total of function:bfs---feature:BugsDelivered,2.4492065866666675,0.6594933333333334,2.000923333333333,2.3859967892556178,1.5446672098726049,2.000923333333333,0.6143966666666667,1.0692074999999999,2.000923333333333,3.5786908333333334,5.7351449,5.831813333333333
total of function:bfs---feature:Sloc,40.4,40.0,40.0,7.839999999999856,2.799999999999974,40.0,40.0,40.0,40.0,40.0,60.0,60.0
total of function:bfs---feature:DecisionPoint,7.1,7.0,7.0,0.489999999999991,0.6999999999999935,7.0,7.0,7.0,7.0,7.0,12.0,12.0
